objectid,parentid,title,display_location,date,active_years,biographical_notes,subject,visual_description,size,artists,printers,publishers,institutions,associated_techniques,intaglio_specific,lithography_specific,relief_specific,screenprint_specific,other_techniques,website,source,submitter,credit,display_template,filetype,filename,object_location,image_small,image_thumb
10074,,Paul Rangell,"Santa Cruz, California, USA",,,"Tamarind Institute master printer, Tamarind Institute senior printer fellow May 1980–May 1981, Tamarind Institute printer training participant August 1979–May 1980",Image,hand; eye,unknown,John Paul Jones,,Tamarind Institute,Tobey C. Moss Gallery,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10074.png,/objects/10074.png,/objects/10074.png,/objects/10074.png
10075,,Charles Ringness,"Saskatoon, Canada; Saskatchewan, Canada; Tampa, Florida, USA",,circa 1969–1975,"Tamarind Institute master printer, Tamarind Institute printer fellow September 1968–January 1970",Image; Shape,diagram; eye; circle,unknown,Robert Rauschenburg; Sam Francis; Ed Ruscha; Otto Piene; Rafael Canogar; John Levee; Gregory Masurovsky; Hugh Townley; Burhan Doğançay; John Hunter; James Rosenquist,,Graphicstudio; Tamarind Institute; Mixografia; Castelli Graphics; Professional Prints,National Gallery of Art; Amon Carter Museum of Art; New Mexico Art Museum; Los Angeles County Museum of Art; RISD Museum; Remai Modern,Lithography,,,,,,https://glenhyrst.ca/ringness-charles,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10075.png,/objects/10075.png,/objects/10075.png,/objects/10075.png
10076,,Cole Rogers,"Minneapolis, Minnesota, USA",,circa 1985–present,"Tamarind Institute master printer, Tamarind Institute senior printer fellow January–December 1990, Tamarind Institute printer training participant August–December 1989",Image; Shape,circle; vase; heads; illusion,unknown,Julie Mehretu; Joy Laville; Dyani White Hawk; Eric Avery; Red Grooms; Joseph Nechteval,Cas Macgowan; Holly Rapoport; Josh Bindwald; Megan Anderson; Zac Adams-Bliss; Philip Barber; Steven Anderson,Tamarind Institute; Highpoint Editions; Vermillion Editions; Akasha Press; C&C Editions,National Gallery of Art; Detroit Institute of Arts; Smithsonian American Art Museum,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10076.png,/objects/10076.png,/objects/10076.png,/objects/10076.png
10077,,Jeffrey ‘Jeff’ Ryan,"Lama, New Mexico, USA",,circa 1990–1995,"Tamarind Institute master printer, Tamarind Institute senior printer fellow January 1988–December 1988, Tamarind Institute printer training participant August–December 1987",Shape,rectangles; bricks; stack,unknown,James Trujillo; Lorna Simpson; Thomas Francis Barrow,,Twenty-one Steps Studio; Tamarind Institute,Nelson Atkins Museum of Art; Smithsonian American Art Museum; Ruth and Elmer Wellin Museum of Art- Hamilton College,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10077.png,/objects/10077.png,/objects/10077.png,/objects/10077.png
10078,,Maria Schleiner,Germany,,,"Tamarind Institute master printer, Tamarind Institute senior printer fellow January–December 1988, Tamarind Institute printer training participant August–December 1987",Shape,square; triangles; diagonal; line,unknown,,,Tamarind Institute,,Lithography,,,,,,http://mariaschleiner.de/,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10078.png,/objects/10078.png,/objects/10078.png,/objects/10078.png
10079,,Ben Adams,"Albuquerque, New Mexico, USA",,1972–2017,"Tamarind Institute master printer, Tamarind Institute staff printer 1973–1975, Tamarind Institute printer fellow January 1972–July 1973",Image,animal; lizard; salamander,unknown,,,Western Graphics Workshop; Tamarind Institute,Oakland Museum; Brooklyn Museum of Art; Phoenix Art Museum; Grunewald Collection in Los Angeles; Goddard Center for the Fine Arts; Albuquerque Museum; San Jose Museum; Denver Art Museum; The Lilley Museum of Art; Roswell Museum and Art Center and The University of New Mexico Cancer Center; as well as other institutions and private collections,Lithography,,,,,,https://www.westerngraphics.com/contact.html,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10079.png,/objects/10079.png,/objects/10079.png,/objects/10079.png
10080,,David Afsah-Mohallatee,"Richmond, Kentucky, USA",,1990–present,"Tamarind Institute master printer, Tamarind Institute senior printer fellow June 1995–May 1996, Tamarind Institute printer training participant August 1994–May 1995",,,unknown,,,Tamarind Institute,Spencer Museum of Art,Intaglio; Lithography,,,,,,https://davidmohallatee.weebly.com/intaglio-prints.html,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Romina Mendoza,Information about this mark is based on the listed source(s) with additional research by Romina Mendoza,image,.png,10080.png,/objects/10080.png,/objects/10080.png,/objects/10080.png
10003,,Graphicstudio USF,"Tampa, Florida, USA",,1968–present,,Shape,circle; sunburst; rays; radiate,unknown,Vito Acconci; Jia Aili; Diana Al-Hadid; Richard Anuszkiewicz; Arakawa; Alice Aycock; Oscar Bailey; Burt Barr; Abel Barroso; Hernan Bas; Georg Baselitz; AbraŠo Batista; Larry Bell; Louise Bourgeois. David Bradshaw; Sebastiaan Bremer; Trisha Brown; William S. Burroughs; Ingrid Calame; Waltercio Caldas; Jim Campbell; Leonora Carrington; Liset Castillo; John Chamberlain; Jake and Dinos Chapman; Sandro Chia; Judy Chicago; Sandra Cinto; Chuck Close; Elisabeth Condon; E.V. Day; Lesley Dill; Jim Dine; Mark Dion; Keith Edmier; Rochelle Feinstein; Teresita Fern‡ndez; Robert Fichter; Lee Friedlander; Carlos Garaicoa; Rico Gatson; Mark Thomas Gibson; Michael Glier; Robert Gordy; Nancy Graves; Iva Gueorguieva; Trenton Doyle Hancock; Ellen Harvey; Arturo Herrera; Graciela Iturbide; Deborah Kass; Alex Katz; Mel Kendrick; Nicholas Krushenick; Guillermo Kuitca; Mernet Larsen; Glenda Le—n; Leslie Lerner; Alfred Leslie; Roy Lichtenstein; Kalup Linzy; Hew Locke; Los Carpinteros; Markus LŸpertz; Robert Mapplethorpe; Christian Marclay; Narsiso Martinez; Allan McCollum; Josiah McElheny; Jason Middlebrook; Abbott Miller; Ellen Lupton; Ibrahim Miranda; Andrea Modica; Vik Muniz; Hugh O'Donnell; Robyn O'Neil; Roxy Paine; JŸrgen Partenheimer; Philip Pearlstein; Beverly Pepper; Jorie Graham; Mette Petri; Robert Rauschenberg; JosŽ Alejandro Restrepo; Duke Riley; James Rosenquist; Ed Ruscha; Donald Saff; Miriam Schapiro; Kenny Scharf; John Scott; Esterio Segura; Alyson Shotz; Hollis Sigler; Lorna Simpson; Kiki Smith; Bosco Sodi; Keith Sonnier; Robert Stackhouse; Pat Steir; John Yau; Mark Stock; SUPERFLEX; Aya Tarek; Francisco Toledo; Fred Tomaselli; Janaina TschŠpe; Richard Tuttle; Rodrigo Valenzuela; Bernar Venet; Siebren Versteeg; William Villalongo; Shraddha Ramani; Sergei Volkov; John Waters; William Wegman; Theo Wujcik; Adja Yunkers,,,National Gallery of Art,Intaglio; Lithography; Screenprint,,,,,,https://www.graphicstudio.org/,https://www.graphicstudio.org/,Theresa Engelbrecht,Information about this mark is based on the listed source(s) with additional research by Theresa Engelbrecht,image,.jpg,10003.jpg,/objects/10003.jpg,/objects/10003.jpg,/objects/10003.jpg
10081,,Conrad Schwable,"Englewood, Florida, USA; San Luis Obispo, California",,1979–circa 2014,"Tamarind Institute master printer, Tamarind Institute printer fellow May 1978–May 1979, Tamarind Institute printer training participant August 1977–May 1978",Shape; Image,block; ocean; waves; wave; square; rectangle,unknown,Nancy Graves; Philip Pearlstein; Deborah Remington; Betty Hahn; Roy Lichtenstein,Tom Pruitt; Patrick Foy; Tim Amory; George Holzer,Graphicstudio; Ocean Works; Tamarind Institute; Saff Tech Arts,National Gallery of Art; Smithsonian American Art Museum; Hammer Museum; Roy Lichtenstein: A Catalogue Raisonne,Lithography,,,,,,https://www.oceanworksgallery.com/,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10081.png,/objects/10081.png,/objects/10081.png,/objects/10081.png
10082,,Timothy Sheesley,"Otego, New York, USA",,circa 1970s–present,"Tamarind Institute master printer, Tamarind Institute senior printer fellow May 1979–May 1980, Tamarind Institute printer training participant August 1978–May 1979",Letter,initials; T; S; five; circle,unknown,Enid Mark; Susan Stewart; Maurice Sendack,Daniel Keheler; Mary Phelan,Corridor Press; Wild Carrot Letterpress; Elm Press; Irish Pig Press; Catawba Press,Ursinus College; Toledo Museum of Art,,,,,,,https://www.timothysheesley.com/,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10082.png,/objects/10082.png,/objects/10082.png,/objects/10082.png
10083,,Wayne Simpkins,"Memphis, Tennessee, USA",,circa early 1970s,"Tamarind Institute master printer, Tamarind Institute printer fellow June 1970–June 1972",Shape,line; lines; asterisks; dragonfly,unknown,Joyce Kozloff; David Hare; Paul Sarkisian; Arthur Secunda,Christopher Cordes; Don Kinner; John Maggio; John Butke; Lloyd Baggs; Robert Arber; Wayne Kimball; John Sommers,Tamarind Institute,National Gallery of Art; Norton Simon Museum,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10083.png,/objects/10083.png,/objects/10083.png,/objects/10083.png
10084,,Jeffrey Sippel,"St. Louis, Missouri, USA",,circa late 1970s– 2002,"Tamarind Institute master printer, Tamarind Institute education director 1988–1998, Tamarind Institute printer fellow August 1977–June 1979",Shape,shape; oval; ocean; sun; landscape,unknown,Joseph Raffael; Larry Brown; Ron Fondaw; James Surls; Sam Gilliam; Tony Fitzpatrick; Neboj_a Lazi_,Linda Bangert,Tamarind Institute; Ocean Works; Gallery 210,Albuquerque Museum; Saint Louis Art Museum,,,,,,,https://www.jeffreysippel.com,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10084.png,/objects/10084.png,/objects/10084.png,/objects/10084.png
10085,,Clifford Smith,"Los Angeles, California, USA",,circa 1964–1968,"Tamarind Institute master printer, Tamarind Insitute studio manager August 1965–July 1968, Tamarind Institute printer fellow February–March 1964 and July 1964–July 1965",Letter; Shape,Initials; C; S,unknown,Ruth Asawa; Frank Lobdell; Joseph Albers; Robert Cremean; Walasse Ting; William Turnbull; George Sugarman; Peter Phillips; George Earl Ortman; James Strombotne; Andre Bloc; Herbert Bayer; Leon Golub; Rufino Tamayo; Allen Jones; Rita Letendre; Gi˜ Pomodoro; Matsumi Kanemitsu; José Luis Cuevas; Richard Howard Hunt; Nicholas Krushenick; Gego; Ynez Johnston; Richard Hunt,Kenneth Tyler,Tamarind Institute,National Gallery of Art; Amon Carter Museum of American Art; Smithsonian American Art Museum; Norton Simon Museum; Los Angeles County Museum of Art,,,,,,,https://www.annexgalleries.com/artists/biography/5251,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10085.png,/objects/10085.png,/objects/10085.png,/objects/10085.png
10086,,Judith Solodkin,"New York, New York, USA",,circa 1974–1998,"Tamarind Institute master printer, Tamarind Institute printer fellow July 1972–April 1974",Shape,triangle; harp; round,unknown,Betye Saar; Elaine Kurtz; Elaine De Kooning; Howard Hodgkin; Richard Tuttle; Howardena Pindell; Laura Shechter; William Bailey; Clover Vail; Martyl; Sylvia Sleigh; Nancy Spero; Patsy Norvell; Anne Healy; Mary Grigoriadis; Mary Beth Edelson; Gene Davis; Dottie Atty; Maude Boltz; Alice Neel; Not Vital; James Rosenquist; Judy Rifka; Donald K. Sultan,Cinda Sparling; Larry B. Wright; Patricia Branstead; Carol Bundy; Arnie Samet; Toshiyasu Shinozaki; Tracey Regester,Library Fellows of the Whitney Museum of American Art; Bernard Jacobson; Solo Press; G.W. Einstein Co; Tamarind Institute; Baron/BoisantŽ Editions; Joe Fawbush Editions,National Gallery of Art; Smithsonian American Art Museum; Museum of Fine Arts Boston; Toledo Museum of Art,,,,,,,https://printmaking.sva.edu/judith-solodkin,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10086.png,/objects/10086.png,/objects/10086.png,/objects/10086.png
10087,,John Sommers,"Los Angeles, California, USA; Albuquerque, New Mexico, USA",,circa 1969–1981,"Tamarind Institute master printer, Tamarind Insitute director of research and printer training 1983–1984, Tamarind Institute technical director 1975–1983, Tamarind Institute studio manager 1970–1975, Tamarind Institute printer fellow September 1968–January 1970",Image,animal; bird; dove,unknown,Clinton Adams; Leonard Lehrer; Sam Francis; Joyce Kozloff; James McGarrell; Andrew Dasburg; Otto Piene; Ed Ruscha; Gregory Murovsky; Hugh Townley; Rafael Canogar; John Levee; John Hunter; Burhan Doğançay; Flavio Garcia; Herman Rose; Deborah Remington; Joseph Raffael,Ben Q. Adams; Frances Thiel; Stephen Britko; Glenn Brill; Ed Hamilton; Harry Westlund; Lynn Baker; Manuel Fuentes; Donald Kelley; Jean Milant; Kenjilo Nanao; Robert Rogers; Dan Socha; Joy Purmal Baker; David Salgado; Marlys Dietrick; Russell Hamilton; Robert Blanchard; William Masi; Toby Michel,Tamarind Institute; San Juan Studio,National Gallery of Art; Smithsonian American Art Museum; Amon Carter Museum of American Art; Albuquerque Museum; New Mexico Museum of Art; Hammer Museum; Norton Simon Museum; Indianapolis Museum of Art,,,,,,,https://albuquerque.emuseum.com/people/6865/john-sommers/objects,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10087.png,/objects/10087.png,/objects/10087.png,/objects/10087.png
10088,,Molly Jo Souders,"Albuquerque, New Mexico, USA",,circa 1986,"Tamarind Institute master printer, Tamarind Institute senior printer fellow January–December 1986, Tamarind Institute printer training participant September–December 1985",Shape,Shapes; Square; Circle; Triangle; Stacked; Inside; Geometric,unknown,Cinda Sparling; Robert Zakanich,,Tamarind Institute,,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10088.png,/objects/10088.png,/objects/10088.png,/objects/10088.png
10089,,Anthony Stoeveken,"Los Angeles, California, USA; Tampa, Florida, USA",,circa 1967–69,"Tamarind Institute master printer, Tamarind Institute printer feloow September 1966–September 1968,",Letter; Shape,box; inverted; alphabet; letter; A; rectangle,unknown,Philip Pearlstein; adja yunkers; Michael Mazur; Louise Nevelson; Clinton Adams; Seena Donneson; Karl Kasten; Eleanore Mikus; Barbaralee Diamonstein; Ed Moses; Seymour Rosofsky; William Gropper; Gio Pomodoro; Maryan S. Maryan; Hedda Sterne; Lee R. Chesney Jr. ; Irene Siegel; Ernst Van Leyden; Robert Andrew Parker; Norman Zammit; John Altoon; Billy Al Bengston; James Strombotne,John Butke; Dan Socha,Graphicstudio; Tamarind Institute,National Gallery of Art; Amon Carter Museum of American Art; Los Angeles County Museum of Art; Hammer Museum,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10089.png,/objects/10089.png,/objects/10089.png,/objects/10089.png
10090,,Eugene Sturman,"Los Angeles, California, USA",,circa 1968–1970,"Tamarind Institute master printer, Tamarind Institute printer fellow June 1968–August 1968 and July 1969–June 1970",Shape,Dots; stars; constellation; dot,unknown,Robert Rauschenburg; Sam Francis; Ed Ruscha; Otto Piene; Rafael Canogar; John Levee; Gregory Masurovsky; Hugh Townley; Burhan Doğançay; John Hunter; James Rosenquist,,Tamarind Institute,National Gallery of Art; Los Angeles County Museum of Art; Fine Arts Museums of San Francisco; Art Institute Chicago; Norton Simon Museum,,,,,,,https://www.askart.com/artist/Eugene_Sturman/101650/Eugene_Sturman.aspx,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10090.png,/objects/10090.png,/objects/10090.png,/objects/10090.png
10091,,Anya Syzkitka,"Albuquerque, New Mexico, USA",,1988–1990,"Tamarind Institute master printer, Tamarind Institute senior printer fellow January–December 1989, Tamarind Institute printer training participant August–December 1988",Image,Plane; Aircraft; flight; horizon; land; sky; fly,unknown,Gendron Jensen; Clinton Adams; Robert Colescott,,Tamarind Institute,Cleveland Museum of Art; Princeton University Art Museum; Swann Auction Galleries; Albuquerque Museum,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10091.png,/objects/10091.png,/objects/10091.png,/objects/10091.png
10092,,Hitoshi Takatsuki,"Los Angeles, California, USA; Santa Monica, California, USA; Tokyo, Japan",,1969–1976,"Tamarind Institute master printer, Tamarind Institute printer fellow March 1969–June 1970",,Japanese; Character; Kanji; Name; Language,unknown,Jan Stussy; Otto Piene; Paul Harris; Masuo Ikeda; Sam Francis; Gregory Masurovsky; Emerson Woelffer; Matsumi Kanemitsu; John Levee; Salvador Bru; Arthur Secunda; Burhan Doğançay; William Pettet; Ynez Johnston; Richard Diebenkorn,,Tamarind Institute; Litho Shop,National Gallery of Art; Norton Simon Museum; Lambsquay Gallery; Amon Carter Museum of American Art,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10092.png,/objects/10092.png,/objects/10092.png,/objects/10092.png
10093,,Barbara Telleen,"Albuquerque, New Mexico, USA",,circa 1982–1986,"Tamarind Institute master printer, Tamarind Institute senior printer fellow May 1982–May 1983, Tamarind Institute printer training participant August 1981–May 1982",Letter,Initials; letters; B; T; graphic,unknown,Billy Al Bengston; Gail Gash; Judy Rifka; Vivian Torrence,,Tamarind Institute,Birmingham Art Museum; Washington State Arts Commission,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10093.png,/objects/10093.png,/objects/10093.png,/objects/10093.png
10094,,Frances Thiel,"Albuquerque, New Mexico, USA",,circa 1974–1977,"Tamarind Institute master printer, Tamarind Institute staff printer 1976, Tamarind Institute printer fellow August 1974–July 1976",Image,shoe; boot; leather; cowboy; spurs; silhouette,unknown,Andrew Michael Dasburg; Michelle Stuart,Ben Q. Adams; John Sommers; Stephen Britko; Glenn Brill; Ed Hamilton; Harry Westlund; Lynn Baker,Tamarind Institute,National Gallery of Art; Albuquerque Museum,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10094.png,/objects/10094.png,/objects/10094.png,/objects/10094.png
10095,,David Trowbridge,"Santa Barbara, California, USA; Los Angeles, California, USA",,circa 1969–1971,"Tamarind Institute master printer, Tamarind Institute printer fellow June 1969–June 1970",Shape,Symbol; Astrology; Sign; Leo; Sun; Moon; Cloud,unknown,Jan Stussy; Paul Harris; Arthur Secunda; Gregory Masurovsky; William Crutchfield; Emerson Woelffer; Salvador Bru; Lee Mullican; William Pettet; Matsumi Kanemitsu; Richard Diebenkorn; Luchita Hurtado; Ed Ruscha; June Wayne,Ed Hamilton; Jean Milant,Tamarind Institute; Cirrus Editions; Brooke Alexander Inc.; Tamstone,Amon Carter Museum of American Art; Smithsonian American Art Museum; Norton Simon Museum; Hammer Museum; Gerrish Fine Art,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10095.png,/objects/10095.png,/objects/10095.png,/objects/10095.png
10096,,Kenneth Tyler,"Los Angeles, California, USA; Bedford Village, New York, USA; Mount Kisco, New York, USA",,1963–2001,"Tamarind Institute master printer, Tamarind Institute technical director September 1964–July 1965, Tamarind Institute printer fellow June 1963–July 1964",Letter; Shape,Circle; Lines; Fraction; Letters; Symbols; T; K,unknown,Frank Stella; Helen Frankenthaler; Roy Lichtenstein; David Hockney; Robert Rauschenberg; Anthony Caro; Jasper Johns; Josef Albers; Anni Albers; Claes Oldenburg; Masami Teraoka; Ellsworth Kelly; Nancy Graves; Anthony Caro; Robert Motherwell; James Rosenquist; Joan Mitchell; John Altoon; Sam Amato; Ed Baynard; Per Inge Bj¿rlo; Stanley Boxer; John Chamberlain; William Crutchfield; Allan DÕArcangelo; Ronald Davis; Willem De Kooning; Mark di Suvero; Kosso Eloul; Jules Engel; Sam Francis; Alberto Giacometti; Ed Giobbi; Joe Goode; Nancy Grave; Richard Hamilton; Hardy Hanson Michael Heizer; Al Held; Paul Jenkins; Donald Judd; Ellsworth Kelly; Edward Kienholz; R.B. Kitaj; Peter Takal; N. Krishna Reddy; Alfred Jensen; Louise Nevelson; Malcolm Morley; Ed Baynard; Ken Price; James Strombotne; Bruce Conner; Rufino Tamayo; Lee Mullican; Robert Hansen; Jacob Landau; Gerald Laing; Nicholas Krushenick; Leon Golub; Joop Beljon; Sonia Gechtoff; G. Ray Kerciu; Lawrence Calcagno; Gabriel Kohn; Edward Avadisian; James Gill; Richard Hunt; Piotr Kowalski; Terence la Noue; Bruce Nauman; John Newman; Kenneth Noland; Hugh OÕDonnel; George (Earl) Ortman; Sam Posey; Kenneth Price; Patrick Procktor; Joseph Raffael; George Rickey; Ed Ruscha; David Salle; Arthur Secunda; Maurice Sendak; Richard Serra; Ben Shahn; Alan Shields; Richard Smith; T.L. Solien; Keith Sonnier; Steven Sorman; Altoon Sultan; Donald Sultan; Rikio Takahashi; Masami Teraoka; Wayne Thieubad; Gina Tamao; Jack Tworkov; John Walker; Andy Warhol; Charles White; Robert Zakanitch,Kimberley Bursic; Roger Campbell; Kathy Cho; Marabeth Cohen-Tyler; Chris Creyts; Bob Cross; Tom deBolt; Barbara Delano; Kevin Falco; Betty Fiske; Lee Funderburg; Lindsay Green; Kim Halliday; Josh Hutcheson; Paul Imboden; Richard Karnatz; Rolf Kaul; Anthony Kirk; Rodney Konopaki; Mark Mahaffey; Jed Marshall; Brian Maxwell; Henry McGee; Duane Mitch; Michael Mueller; Susan Oehme; Steve Reeves; Yasuyuki Shibata; Paul Stillpass; Tom Strianese; Kim Tyler; Kay Tyler; John Wagner; Charles Ritt; Bruce Lowney; Paul Drake; Robert Bigelow; Octavio Pereira; Yann Samson; Adolph Ricshner; Robert de la Roscha; James Webb; George Page; Michael Mueller; Serge Lozingot; Ron Olds; Ron McPherson; Gary Reams; Robert Knisel; Jeff Wasserman; Ron Adams; Charles Ritt; Stuart Henderson; Robert Peterson; Andrew Vlady; Timothy Isham; Bruce Lowney,Gemini G.E.L.; Tamarind Institute; Gemini Ltd.; Tyler Graphics,National Gallery of Art; National Gallery of Australia; Museum of Modern Art; Amon Carter Museum of American Art; Norton Simon Museum; Victoria & Albert Museum; Telfair Museum,Intaglio,,,,,,https://en.wikipedia.org/wiki/Kenneth_E._Tyler,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10096.png,/objects/10096.png,/objects/10096.png,/objects/10096.png
10097,,Sacha P. Welborn,"Albuquerque, New Mexico, USA",,circa 1992–1994,"Tamarind Institute master printer, Tamarind Institute senior printer fellow June 1993–May 1994, Tamarind Institute printer training participant August 1992–May 1993",,Character; Line; Lines; Handwriting; cursive; signature; abstract,unknown,Dan Rizzie; Getulio Moreira,Margaret Raab; Bill Lagatutta,Tamarind Institute,,,,,,,,https://www.linkedin.com/in/sachawellborn/,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10097.png,/objects/10097.png,/objects/10097.png,/objects/10097.png
10098,,Harry Westlund,,,circa 1970– 1976,"Tamarind Institute master printer, Tamarind Institute master printer–in–charge Tamarind Publications 1972–1975, Tamarind Institute staff printer 1971, Tamarind Institute printer fellow February 1970–January 1971",Image; Shape,Line; Curl; Column; Ionic; Architecture; Greek; Historical;,unknown,Micsh Kohn; Minna Citron; James D. Butler; John Baldessari; Charles White; Garo Antreasian; Clinton Adams; Betye Saar; Arthur Secunda; Jan Stussy; William Pettet; Claire Falkenstein; Bette Greenberg; Karl Stanley Benjamin; Florence Arnolds; Phillip Aziz; Robert Throdore McCall; R.C. Gorman; Nick Abdalla,Ben Q. Adams; Frances Thiel; John Sommers; Stephen Britko; Glenn Brill; Ed Hamilton; Lynn Baker,Lake Studios Editions; Tamarind Institute; Cirrus Editions,Smithsonian American Art Museum; National Gallery of Art; New Mexico Museum of Art; Albuquerque Museum; Los Angeles County Museum of Art; Art Institute Chicago; Fine Arts Museum of San Francisco,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10098.png,/objects/10098.png,/objects/10098.png,/objects/10098.png
10099,,S. Tracy White,"Los Angeles, California, USA",,circa 1969–1970,"Tamarind Institute master printer, Tamarind Institute assistant studio manager 1970–1971, Tamarind Institute printer fellow June 1969–June 1970",Shape,Shape; Abstract; Symbol; lines; flower; citrus; orange; fruit;,unknown,Otto Piene; Gregory Masurovsky; Salvador Bru; Paul Harris; William Pettet; Matsumi Kanemitsu; William Crutchfield; Emerson Woelffer; Clayton Pond; Vija Celmins; Fritz Scholder,John Sommers,Tamarind Institute; Janus Gallery,Los Angeles County Museum of Art; Amon Carter Museum of American Art; Museum of Modern Art; Norton Simon Museum,,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10099.png,/objects/10099.png,/objects/10099.png,/objects/10099.png
10100,,Ross Zirkle,"Albuquerque, New Mexico, USA",,circa 1995–1997,"Tamarind Institute master printer, Tamarind Institute senior printer feloow August 1996–May 1997, Tamarind Institute printer training participant August 1995–May 1996",Shape,Shape; Circle; Crescent; Moon; Waves; view; scene; Ocean; Water; Sun; Sky,unknown,Roberto Benothico; Jaime Palacios; Donald Sultan,Amy Goodman; Kristy Rawson; Betty Hahn,Tamarind Institute,Amon Carter Museum of American Art; Museum of Fine Arts Houston,,,,,,,https://albuquerque.emuseum.com/people/17879/ross-zirkle?ctx=386bce4c8bc7f73c1fe9a5fda7138aa3886824fe&idx=10,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is based on the listed source(s) with additional research by Abigail Shim,image,.png,10100.png,/objects/10100.png,/objects/10100.png,/objects/10100.png
